Date,Game,Player,Team,Pos,Opp,Opp_Goalie,Opp_SV,Opp_GAA,Goalie_Weak,iXG%,iXA%,Med10_SOG,Trim10_SOG,Avg5_SOG,L10_P,L10_G,L10_S,L5_G,L5_A,i5v5_points60,i5v5_shotAssists60,i5v5_iCF60,i5v5_oiGF60,opp_5v5_xGA60,opp_5v5_HDCA60,opp_5v5_SlotSA60,Opp_DefWeak,v2_player_stability,v2_defense_vulnerability,Exp_P_10,Exp_G_10,Exp_S_10,Reg_Gap_P10,Reg_Gap_G10,Reg_Gap_S10,Reg_Heat_P,Reg_Heat_G,Reg_Heat_S,Matrix_Points,Matrix_SOG,Matrix_Goal,Conf_Points,Conf_SOG,Conf_Goal,Best_Market,Best_Conf,Line,Odds,Result
2026-01-05,PIT@BOS,Nikita Zadorov,BOS,D,PIT,,,,50.0,58.0,73.6,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Tristen Nielsen,COL,C,TOR,,,,50.0,7.6,19.1,,,,,,,,,,,,,2.450794265788454,2.0631538163502516,50.0,41.4,50.0,41.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,SEA@NYR,Brett Berard,NYR,L,SEA,,,,50.0,31.9,7.3,,,,,,,,,,,,,2.4967343515718317,2.5311952019111033,50.0,67.7,50.0,67.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Vladimir Tarasenko,MIN,R,NJD,,,,50.0,81.8,73.6,,,,,,,,,,,,,2.520770392749245,2.520770392749245,50.0,69.1,50.0,69.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VAN@MTL,Jared Davidson,MTL,C,VAN,,,,50.0,24.7,19.1,,,,,,,,,,,,,2.6961913495595695,2.4835732494258,50.0,74.9,50.0,74.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Ilya Lyubushkin,DAL,D,LAK,,,,50.0,13.4,48.7,,,,,,,,,,,,,2.2119651749720517,1.7683525864697314,50.0,17.7,50.0,17.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CGY@PIT,Jake Bean,CGY,D,PIT,,,,50.0,15.4,19.1,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VGK@SJS,Tomas Hertl,VGK,C,SJS,,,,50.0,99.0,82.5,,,,,,,,,,,,,2.622276941631699,2.532726952938516,50.0,79.9,50.0,79.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,ANA@BUF,Jacob Trouba,ANA,D,BUF,,,,50.0,52.4,70.9,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Adrian Kempe,LAK,R,DAL,,,,50.0,91.4,89.9,,,,,,,,,,,,,2.362511763333789,2.200648290395489,50.0,39.0,50.0,39.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CAR@DET,Mark Jankowski,CAR,L,DET,,,,50.0,64.1,37.0,,,,,,,,,,,,,2.521235430688774,2.4483478342440375,50.0,64.7,50.0,64.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Jonas Siegenthaler,NJD,D,MIN,,,,50.0,28.8,37.0,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,PIT@BOS,Filip Hallander,PIT,C,BOS,,,,50.0,49.8,31.4,,,,,,,,,,,,,2.6831982460802553,2.5411905394631944,50.0,82.4,50.0,82.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CGY@PIT,Hunter Brzustewicz,CGY,D,PIT,,,,50.0,9.7,7.3,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@WPG,Nino Niederreiter,WPG,R,NJD,,,,50.0,84.5,63.7,,,,,,,,,,,,,2.520770392749245,2.520770392749245,50.0,69.1,50.0,69.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,ANA@BUF,Frank Vatrano,ANA,R,BUF,,,,50.0,75.6,31.4,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Radek Faksa,DAL,C,LAK,,,,50.0,52.0,79.6,,,,,,,,,,,,,2.2119651749720517,1.7683525864697314,50.0,17.7,50.0,17.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,WSH@NSH,Reid Schaefer,NSH,L,WSH,,,,50.0,35.6,7.3,,,,,,,,,,,,,2.53865686440473,2.321588353365094,50.0,65.5,50.0,65.5,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TBL@PHI,Brandon Hagel,TBL,L,PHI,,,,50.0,98.8,86.9,,,,,,,,,,,,,2.201746471878492,2.0560360882340767,50.0,21.8,50.0,21.8,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,STL@VGK,Pius Suter,STL,C,VGK,,,,50.0,83.7,54.0,,,,,,,,,,,,,2.1389616091318557,2.0780825704483,50.0,22.6,50.0,22.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VAN@MTL,Zeev Buium,VAN,D,MTL,,,,50.0,43.2,79.6,,,,,,,,,,,,,2.4095633759557717,2.1532144646869593,50.0,41.3,50.0,41.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NYI@MIN,Maxim Tsyplakov,NYI,R,MIN,,,,50.0,29.5,7.3,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,PIT@BOS,Tommy Novak,PIT,C,BOS,,,,50.0,77.0,76.5,,,,,,,,,,,,,2.6831982460802553,2.5411905394631944,50.0,82.4,50.0,82.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,Wyatt Kaiser,CHI,D,EDM,,,,50.0,40.6,43.0,,,,,,,,,,,,,2.5059895114545956,2.384764007728402,50.0,59.0,50.0,59.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CAR@DET,Michael Brandsegg-Nygrd,DET,R,CAR,,,,50.0,28.6,19.1,,,,,,,,,,,,,2.2553745616067364,1.9556933204445048,50.0,23.1,50.0,23.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Xavier Parent,NJD,C,MIN,,,,50.0,8.7,7.3,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Mikko Rantanen,DAL,R,LAK,,,,50.0,95.6,99.8,,,,,,,,,,,,,2.2119651749720517,1.7683525864697314,50.0,17.7,50.0,17.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,John Marino,UTA,D,CBJ,,,,50.0,46.2,82.5,,,,,,,,,,,,,2.5829752867065094,2.5004038119851395,50.0,74.4,50.0,74.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Boone Jenner,CBJ,C,UTA,,,,50.0,80.0,76.5,,,,,,,,,,,,,2.3006725398557215,1.9052581869107135,50.0,21.0,50.0,21.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Paul Cotter,NJD,L,MIN,,,,50.0,61.3,43.0,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Jack Ahcan,COL,D,TOR,,,,50.0,6.8,19.1,,,,,,,,,,,,,2.450794265788454,2.0631538163502516,50.0,41.4,50.0,41.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Tyson Kozak,BUF,C,FLA,,,,50.0,41.2,26.3,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Shane Lachance,NJD,L,MIN,,,,50.0,0.7,7.3,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,STL@VGK,Alexey Toropchenko,STL,R,VGK,,,,50.0,48.3,31.4,,,,,,,,,,,,,2.1389616091318557,2.0780825704483,50.0,22.6,50.0,22.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Brendan Smith,CBJ,D,UTA,,,,50.0,10.5,26.3,,,,,,,,,,,,,2.3006725398557215,1.9052581869107135,50.0,21.0,50.0,21.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Andrei Kuzmenko,LAK,L,DAL,,,,50.0,70.8,48.7,,,,,,,,,,,,,2.362511763333789,2.200648290395489,50.0,39.0,50.0,39.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,ANA@BUF,Cutter Gauthier,ANA,L,BUF,,,,50.0,92.4,89.9,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,STL@VGK,Nick Bjugstad,STL,C,VGK,,,,50.0,57.7,19.1,,,,,,,,,,,,,2.1389616091318557,2.0780825704483,50.0,22.6,50.0,22.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,STL@VGK,Colton Parayko,STL,D,VGK,,,,50.0,40.8,70.9,,,,,,,,,,,,,2.1389616091318557,2.0780825704483,50.0,22.6,50.0,22.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Auston Matthews,TOR,C,COL,,,,50.0,98.4,76.5,,,,,,,,,,,,,2.3112288526349323,2.293724115960497,50.0,41.0,50.0,41.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Luke Kunin,FLA,C,BUF,,,,50.0,47.9,19.1,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Jamie Benn,DAL,L,LAK,,,,50.0,66.2,54.0,,,,,,,,,,,,,2.2119651749720517,1.7683525864697314,50.0,17.7,50.0,17.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Sam Malinski,COL,D,TOR,,,,50.0,40.3,89.9,,,,,,,,,,,,,2.450794265788454,2.0631538163502516,50.0,41.4,50.0,41.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@WPG,Kyle Connor,WPG,L,NJD,,,,50.0,93.8,98.0,,,,,,,,,,,,,2.520770392749245,2.520770392749245,50.0,69.1,50.0,69.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Philippe Myers,TOR,D,COL,,,,50.0,19.6,26.3,,,,,,,,,,,,,2.3112288526349323,2.293724115960497,50.0,41.0,50.0,41.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Nate Schmidt,UTA,D,CBJ,,,,50.0,37.2,67.5,,,,,,,,,,,,,2.5829752867065094,2.5004038119851395,50.0,74.4,50.0,74.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CGY@PIT,Matt Coronato,CGY,R,PIT,,,,50.0,88.1,76.5,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,SEA@NYR,Adam Fox,NYR,D,SEA,,,,50.0,53.8,95.3,,,,,,,,,,,,,2.4967343515718317,2.5311952019111033,50.0,67.7,50.0,67.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,SEA@NYR,Ben Meyers,SEA,C,NYR,,,,50.0,45.9,31.4,,,,,,,,,,,,,2.3089910965539513,2.1589703372237854,50.0,32.5,50.0,32.5,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TBL@PHI,Gage Goncalves,TBL,C,PHI,,,,50.0,55.5,63.7,,,,,,,,,,,,,2.201746471878492,2.0560360882340767,50.0,21.8,50.0,21.8,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Beck Malenstyn,BUF,L,FLA,,,,50.0,56.4,31.4,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Conor Timmins,BUF,D,FLA,,,,50.0,25.0,48.7,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Zakhar Bardakov,COL,C,TOR,,,,50.0,34.0,37.0,,,,,,,,,,,,,2.450794265788454,2.0631538163502516,50.0,41.4,50.0,41.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@OTT,Tim Sttzle,OTT,C,FLA,,,,50.0,95.8,95.3,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Andrew Agozzino,UTA,L,CBJ,,,,50.0,1.8,7.3,,,,,,,,,,,,,2.5829752867065094,2.5004038119851395,50.0,74.4,50.0,74.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VAN@MTL,Drew O'Connor,VAN,L,MTL,,,,50.0,77.6,48.7,,,,,,,,,,,,,2.4095633759557717,2.1532144646869593,50.0,41.3,50.0,41.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,Oliver Moore,CHI,C,EDM,,,,50.0,54.9,59.1,,,,,,,,,,,,,2.5059895114545956,2.384764007728402,50.0,59.0,50.0,59.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,NJD@MIN,Juho Lammikko,NJD,C,MIN,,,,50.0,40.9,26.3,,,,,,,,,,,,,2.4001480373485893,1.915233197375421,50.0,29.3,50.0,29.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Mackie Samoskevich,FLA,R,BUF,,,,50.0,87.5,79.6,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@OTT,Claude Giroux,OTT,R,FLA,,,,50.0,72.0,91.4,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,ANA@BUF,Alex Killorn,ANA,L,BUF,,,,50.0,67.9,63.7,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TBL@PHI,Travis Konecny,PHI,R,TBL,,,,50.0,89.1,94.4,,,,,,,,,,,,,2.3170715088747316,2.238272067591047,50.0,41.1,50.0,41.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,David Tomasek,EDM,R,CHI,,,,50.0,52.6,26.3,,,,,,,,,,,,,2.7322570090101594,2.5570018275699704,50.0,86.4,50.0,86.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,FLA@BUF,Jason Zucker,BUF,L,FLA,,,,50.0,80.2,63.7,,,,,,,,,,,,,2.4078763760401056,2.2016641686908884,50.0,44.9,50.0,44.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,PIT@BOS,Charlie McAvoy,BOS,D,PIT,,,,50.0,60.3,91.4,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VAN@MTL,Teddy Blueger,VAN,C,MTL,,,,50.0,5.9,7.3,,,,,,,,,,,,,2.4095633759557717,2.1532144646869593,50.0,41.3,50.0,41.3,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,DAL@LAK,Miro Heiskanen,DAL,D,LAK,,,,50.0,66.7,98.0,,,,,,,,,,,,,2.2119651749720517,1.7683525864697314,50.0,17.7,50.0,17.7,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,ANA@BUF,Sam Colangelo,ANA,R,BUF,,,,50.0,12.3,7.3,,,,,,,,,,,,,2.446759475801308,2.173672707481142,50.0,45.9,50.0,45.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,PIT@BOS,Philip Tomasino,PIT,R,BOS,,,,50.0,28.4,19.1,,,,,,,,,,,,,2.6831982460802553,2.5411905394631944,50.0,82.4,50.0,82.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,Matt Savoie,EDM,C,CHI,,,,50.0,79.5,48.7,,,,,,,,,,,,,2.7322570090101594,2.5570018275699704,50.0,86.4,50.0,86.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Mathieu Olivier,CBJ,R,UTA,,,,50.0,60.6,54.0,,,,,,,,,,,,,2.3006725398557215,1.9052581869107135,50.0,21.0,50.0,21.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Max Domi,TOR,C,COL,,,,50.0,59.4,82.5,,,,,,,,,,,,,2.3112288526349323,2.293724115960497,50.0,41.0,50.0,41.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,WSH@NSH,Michael Bunting,NSH,L,WSH,,,,50.0,82.2,76.5,,,,,,,,,,,,,2.53865686440473,2.321588353365094,50.0,65.5,50.0,65.5,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TBL@PHI,Bobby Brink,PHI,R,TBL,,,,50.0,82.5,63.7,,,,,,,,,,,,,2.3170715088747316,2.238272067591047,50.0,41.1,50.0,41.1,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Dmitri Voronkov,CBJ,L,UTA,,,,50.0,93.5,73.6,,,,,,,,,,,,,2.3006725398557215,1.9052581869107135,50.0,21.0,50.0,21.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,Nick Lardis,CHI,L,EDM,,,,50.0,37.6,7.3,,,,,,,,,,,,,2.5059895114545956,2.384764007728402,50.0,59.0,50.0,59.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VGK@SJS,Jeremy Lauzon,VGK,D,SJS,,,,50.0,21.9,43.0,,,,,,,,,,,,,2.622276941631699,2.532726952938516,50.0,79.9,50.0,79.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Zach Werenski,CBJ,D,UTA,,,,50.0,75.0,98.0,,,,,,,,,,,,,2.3006725398557215,1.9052581869107135,50.0,21.0,50.0,21.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,VGK@SJS,Ivan Barbashev,VGK,L,SJS,,,,50.0,83.3,88.4,,,,,,,,,,,,,2.622276941631699,2.532726952938516,50.0,79.9,50.0,79.9,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,TOR@COL,Scott Laughton,TOR,C,COL,,,,50.0,53.2,26.3,,,,,,,,,,,,,2.3112288526349323,2.293724115960497,50.0,41.0,50.0,41.0,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CGY@PIT,Jonathan Huberdeau,CGY,L,PIT,,,,50.0,87.2,76.5,,,,,,,,,,,,,2.5302800786411836,2.49460147613369,50.0,69.6,50.0,69.6,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,EDM@CHI,Riley Stillman,EDM,D,CHI,,,,50.0,10.5,7.3,,,,,,,,,,,,,2.7322570090101594,2.5570018275699704,50.0,86.4,50.0,86.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,PIT@BOS,Joona Koppanen,PIT,L,BOS,,,,50.0,19.3,19.1,,,,,,,,,,,,,2.6831982460802553,2.5411905394631944,50.0,82.4,50.0,82.4,,,,,,,,,,,,,0,0,0,,0,,,
2026-01-05,CBJ@UTA,Dmitri Simashev,UTA,D,CBJ,,,,50.0,22.1,19.1,,,,,,,,,,,,,2.5829752867065094,2.5004038119851395,50.0,74.4,50.0,74.4,,,,,,,,,,,,,0,0,0,,0,,,
